Symbol,Name,Category
NITTAGELA,Nitta Gelatin India Limited,Other
NKIND,NK Industries Limited,Other
NOCIL,NOCIL Limited,Other
NORBTEAEXP,Norben Tea & Exports Limited,Other
NORTHARC,Northern Arc Capital Limited,Other
NOVARTIND,Novartis India Limited,Other
NPST,Network People Services Technologies Limited,Other
NRAIL,N R Agarwal Industries Limited,Other
NRBBEARING,NRB Bearing Limited,Other
NSIL,Nalwa Sons Investments Limited,Other
NUCLEUS,Nucleus Software Exports Limited,Other
NURECA,Nureca Limited,Other
OAL,Oriental Aromatics Limited,Other
OBCL,OBCL Limited,Other
OMAXE,Omaxe Limited,Other
OMINFRAL,OM INFRA LIMITED,Other
OMNI,Omnitech Engineering Limited,Other
OMPOWER,Om Power Transmission Limited,Other
ONEPOINT,One Point One Solutions Limited,Other
ONWARDTEC,Onward Technologies Limited,Other
OPTIEMUS,Optiemus Infracom Limited,Other
ORCHASP,Orchasp Limited,Other
ORCHPHARMA,Orchid Pharma Limited,Other
ORICONENT,Oricon Enterprises Limited,Other
ORIENTALTL,Oriental Trimex Limited,Other
ORIENTBELL,Orient Bell Limited,Other
ORIENTCEM,Orient Cement Limited,Other
ORIENTCER,ORIENT CERATECH LIMITED,Other
ORIENTELEC,Orient Electric Limited,Other
ORIENTHOT,Oriental Hotels Limited,Other
ORIENTPPR,Orient Paper & Industries Limited,Other
ORIENTTECH,Orient Technologies Limited,Other
ORISSAMINE,The Orissa Minerals Development Company Limited,Other
ORKLAINDIA,Orkla India Limited,Other
OSWALAGRO,Oswal Agro Mills Limited,Other
OSWALGREEN,Oswal Greentech Limited,Other
OSWALPUMPS,Oswal Pumps Limited,Other
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Other
PACEDIGITK,Pace Digitek Limited,Other
PAISALO,Paisalo Digital Limited,Other
PAKKA,PAKKA LIMITED,Other
PALASHSECU,Palash Securities Limited,Other
PANACEABIO,Panacea Biotec Limited,Other
PANAMAPET,Panama Petrochem Limited,Other
PANSARI,Pansari Developers Limited,Other
PAR,Par Drugs And Chemicals Limited,Other
PARACABLES,Paramount Communications Limited,Other
PARAGMILK,Parag Milk Foods Limited,Other
PARAS,Paras Defence and Space Technologies Limited,Other
PARASPETRO,Paras Petrofils Limited,Other
PARKHOSPS,Park Medi World Limited,Other
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Other
PASHUPATI,Pashupati Cotspin Limited,Other
PATELENG,Patel Engineering Limited,Other
PATELRMART,Patel Retail Limited,Other
PAUSHAKLTD,Paushak Limited,Other
PAVNAIND,Pavna Industries Limited,Other
PCJEWELLER,PC Jeweller Limited,Other
PDMJEPAPER,Pudumjee Paper Products Limited,Other
PDSL,PDS Limited,Other
PENIND,Pennar Industries Limited,Other
PFS,PTC India Financial Services Limited,Other
PGHH,Procter & Gamble Hygiene and Health Care Limited,Other
PGHL,Procter & Gamble Health Limited,Other
PGIL,Pearl Global Industries Limited,Other
PICCADIL,Piccadily Agro Industries Limited,Other
PIGL,Power & Instrumentation (Gujarat) Limited,Other
PILANIINVS,Pilani Investment and Industries Corporation Limited,Other
PIONEEREMB,Pioneer Embroideries Limited,Other
PITTIENG,Pitti Engineering Limited,Other
PIXTRANS,Pix Transmissions Limited,Other
PKTEA,The Peria Karamalai Tea & Produce Company Limited,Other
PLASTIBLEN,Plastiblends India Limited,Other
PLATIND,Platinum Industries Limited,Other
PML,Paul Merchants Limited,Other
PNBGILTS,PNB Gilts Limited,Other
PNC,Pritish Nandy Communications Limited,Other
PNCINFRA,PNC Infratech Limited,Other
PNGJL,P N Gadgil Jewellers Limited,Other
PNGSREVA,PNGS Reva Diamond Jewellery Limited,Other
POCL,Pondy Oxides & Chemicals Limited,Other
PODDARMENT,Poddar Pigments Limited,Other
POKARNA,Pokarna Limited,Other
POLYPLEX,Polyplex Corporation Limited,Other
PONNIERODE,Ponni Sugars (Erode) Limited,Other
POWERICA,Powerica Limited,Other
POWERMECH,Power Mech Projects Limited,Other
PRABHA,Prabha Energy Limited,Other
PRAENG,Prajay Engineers Syndicate Limited,Other
PRAJIND,Praj Industries Limited,Other
PRAKASH,Prakash Industries Limited,Other
PRAKASHSTL,Prakash Steelage Limited,Other
PRAVEG,Praveg Limited,Other
PRAXIS,Praxis Home Retail Limited,Other
PRECAM,Precision Camshafts Limited,Other
PRECOT,Precot Limited,Other
PRECWIRE,Precision Wires India Limited,Other
PREMCO,Premco Global Limited,Other
PREMEXPLN,Premier Explosives Limited,Other
PREMIERPOL,Premier Polyfilm Limited,Other
PRICOLLTD,Pricol Limited,Other
PRIMESECU,Prime Securities Limited,Other
PRIMO,Primo Chemicals Limited,Other
PRINCEPIPE,Prince Pipes And Fittings Limited,Other
PRIVISCL,Privi Speciality Chemicals Limited,Other
PROSTARM,Prostarm Info Systems Limited,Other
PROTEAN,Protean eGov Technologies Limited,Other
PROZONER,Prozone Realty Limited,Other
PRSMJOHNSN,Prism Johnson Limited,Other
PRUDENT,Prudent Corporate Advisory Services Limited,Other
PSB,Punjab & Sind Bank,Other
PSPPROJECT,PSP Projects Limited,Other
PTC,PTC India Limited,Other
PTL,PTL Enterprises Limited,Other
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Other
PURVA,Puravankara Limited,Other
PVP,PVP Ventures Limited,Other
PVSL,Popular Vehicles and Services Limited,Other
PYRAMID,Pyramid Technoplast Limited,Other
QMSMEDI,QMS Medical Allied Services Limited,Other
QUADFUTURE,Quadrant Future Tek Limited,Other
QUESS,Quess Corp Limited,Other
QUINT,Quint Digital Limited,Other
RACE,Race Eco Chain Limited,Other
RACLGEAR,RACL Geartech Limited,Other
RADAAN,Radaan Mediaworks India Limited,Other
RADHIKAJWE,Radhika Jeweltech Limited,Other
RADIANTCMS,Radiant Cash Management Services Limited,Other
RADIOCITY,Music Broadcast Limited,Other
RAIN,Rain Industries Limited,Other
RAJMET,Rajnandini Metal Limited,Other
RAJPALAYAM,Rajapalayam Mills Limited,Other
RAJRATAN,Rajratan Global Wire Limited,Other
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Other
RAJTV,Raj Television Network Limited,Other
RALLIS,Rallis India Limited,Other
RAMANEWS,Shree Rama Newsprint Limited,Other
RAMAPHO,Rama Phosphates Limited,Other
RAMBHAJO,Advit Jewels Limited,Other
RAMCOIND,Ramco Industries Limited,Other
RAMCOSYS,Ramco Systems Limited,Other
RAMKY,Ramky Infrastructure Limited,Other
RAMRAT,Ram Ratna Wires Limited,Other
RANASUG,Rana Sugars Limited,Other
RANEHOLDIN,Rane Holdings Limited,Other
RATEGAIN,Rategain Travel Technologies Limited,Other
RATNAMANI,Ratnamani Metals & Tubes Limited,Other
RATNAVEER,Ratnaveer Precision Engineering Limited,Other
RAYMOND,Raymond Limited,Other
RAYMONDLSL,Raymond Lifestyle Limited,Other
RAYMONDREL,Raymond Realty Limited,Other
RBA,Restaurant Brands Asia Limited,Other
RBZJEWEL,RBZ Jewellers Limited,Other
RCF,Rashtriya Chemicals and Fertilizers Limited,Other
REDTAPE,Redtape Limited,Other
REFEX,Refex Industries Limited,Other
REGENCERAM,Regency Ceramics Limited,Other
RELAXO,Relaxo Footwears Limited,Other
RELCHEMQ,Reliance Chemotex Industries Limited,Other
RELIABLE,Reliable Data Services Limited,Other
RELIGARE,Religare Enterprises Limited,Other
RELTD,Ravindra Energy Limited,Other
REMSONSIND,Remsons Industries Limited,Other
RENUKA,Shree Renuka Sugars Limited,Other
REPCOHOME,Repco Home Finance Limited,Other
REPRO,Repro India Limited,Other
RESPONIND,Responsive Industries Limited,Other
RETAIL,JHS Svendgaard Retail Ventures Limited,Other
RGL,Renaissance Global Limited,Other
RHETAN,Rhetan TMT Limited,Other
RHL,Robust Hotels Limited,Other
RICOAUTO,Rico Auto Industries Limited,Other
RIIL,Reliance Industrial Infrastructure Limited,Other
RIR,RIR Power Electronics Limited,Other
RISHABH,Rishabh Instruments Limited,Other
RITCO,Ritco Logistics Limited,Other
RKDL,Ravi Kumar Distilleries Limited,Other
RKEC,RKEC Projects Limited,Other
RKSWAMY,R K Swamy Limited,Other
RMC,RMC Switchgears Limited,Other
RML,Rane (Madras) Limited,Other
RNBDENIMS,R&B Denims Limited,Other
ROHLTD,Royal Orchid Hotels Limited,Other
ROLEXRINGS,Rolex Rings Limited,Other
ROML,Raj Oil Mills Limited,Other
ROSSARI,Rossari Biotech Limited,Other
ROSSELLIND,Rossell India Limited,Other
ROSSTECH,Rossell Techsys Limited,Other
ROTO,Roto Pumps Limited,Other
ROUTE,ROUTE MOBILE LIMITED,Other
RPEL,Raghav Productivity Enhancers Limited,Other
RPGLIFE,RPG Life Sciences Limited,Other
RPPINFRA,R.P.P. Infra Projects Limited,Other
RPPL,Rajshree Polypack Limited,Other
RPSGVENT,RPSG VENTURES LIMITED,Other
RPTECH,Rashi Peripherals Limited,Other
RRIL,RRIL Limited,Other
RSL,Rajputana Stainless Limited,Other
RSYSTEMS,R Systems International Limited,Other
RTNINDIA,RattanIndia Enterprises Limited,Other
RTNPOWER,RattanIndia Power Limited,Other
RUBFILA,Rubfila International Limited,Other
RUBICON,Rubicon Research Limited,Other
RUCHINFRA,Ruchi Infrastructure Limited,Other
RUCHIRA,Ruchira Papers Limited,Other
RUDRA,Rudra Global Infra Products Limited,Other
RUPA,Rupa & Company Limited,Other
RUSHIL,Rushil Decor Limited,Other
RUSTOMJEE,Keystone Realtors Limited,Other
RVHL,Ravinder Heights Limited,Other
RVTH,Revathi Equipment India Limited,Other
S&SPOWER,S&S Power Switchgears Limited,Other
SAATVIKGL,Saatvik Green Energy Limited,Other
SADBHAV,Sadbhav Engineering Limited,Other
SAFARI,Safari Industries (India) Limited,Other
SAGARDEEP,Sagardeep Alloys Limited,Other
SAGCEM,Sagar Cements Limited,Other
SAHLIBHFI,Shalibhadra Finance Limited,Other
SAHYADRI,Sahyadri Industries Limited,Other
SAIPARENT,Sai Parenterals Limited,Other
SAKAR,Sakar Healthcare Limited,Other
SAKHTISUG,Sakthi Sugars Limited,Other
SAKSOFT,Saksoft Limited,Other
SAKUMA,Sakuma Exports Limited,Other
SALASAR,Salasar Techno Engineering Limited,Other
SALONA,Salona Cotspin Limited,Other
SALSTEEL,S.A.L. Steel Limited,Other
SALZERELEC,Salzer Electronics Limited,Other
SAMBHAAV,Sambhaav Media Limited,Other
SAMBHV,Sambhv Steel Tubes Limited,Other
SAMHI,Samhi Hotels Limited,Other
SAMPANN,Sampann Utpadan India Limited,Other
SANATHAN,Sanathan Textiles Limited,Other
SANDESH,The Sandesh Limited,Other
SANDHAR,Sandhar Technologies Limited,Other
SANDUMA,Sandur Manganese & Iron Ores Limited,Other
SANGAMIND,Sangam (India) Limited,Other
SANGHVIMOV,Sanghvi Movers Limited,Other
SANOFI,Sanofi India Limited,Other
SANOFICONR,Sanofi Consumer Healthcare India Limited,Other
SANSERA,Sansera Engineering Limited,Other
SANSTAR,Sanstar Limited,Other
SAPPL,Shree Ajit Pulp & Paper Limited,Other
SARLAPOLY,Sarla Performance Fibers Limited,Other
SARVESHWAR,Sarveshwar Foods Limited,Other
SASKEN,Sasken Technologies Limited,Other
SATIA,Satia Industries Limited,Other
SATIN,Satin Creditcare Network Limited,Other
SAURASHCEM,Saurashtra Cement Limited,Other
SAYAJIHOTL,Sayaji Hotels Limited,Other
SBC,SBC Exports Limited,Other
SBCL,Shivalik Bimetal Controls Limited,Other
SBGLP,Suratwwala Business Group Limited,Other
SBIFUNDS,SBI Funds Management Limited,Other
SCHAND,S Chand And Company Limited,Other
SCILAL,Shipping Corporation of India Land and Assets Limited,Other
SCODATUBES,Scoda Tubes Limited,Other
SCPL,Sheetal Cool Products Limited,Other
SDBL,Som Distilleries & Breweries Limited,Other
SEAMECLTD,Seamec Limited,Other
SECMARK,SecMark Consultancy Limited,Other
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Other
SEDEMAC,SEDEMAC Mechatronics Limited,Other
SEIL,Shanti Educational Initiatives Limited,Other
SELMC,SEL Manufacturing Company Limited,Other
SENCO,Senco Gold Limited,Other
SENORES,Senores Pharmaceuticals Limited,Other
SEPC,SEPC Limited,Other
SERVOTECH,Servotech Renewable Power System Limited,Other
SESHAPAPER,Seshasayee Paper and Boards Limited,Other
SETL,Standard Engineering Technology Limited,Other
SFL,Sheela Foam Limited,Other
SGFIN,SG Finserve Limited,Other
SGIL,Synergy Green Industries Limited,Other
SGL,STL Global Limited,Other
SGMART,SG Mart Limited,Other
SHADOWFAX,Shadowfax Technologies Limited,Other
SHAH,Shah Metacorp Limited,Other
SHAHALLOYS,Shah Alloys Limited,Other
SHAILY,Shaily Engineering Plastics Limited,Other
SHAKTIPUMP,Shakti Pumps (India) Limited,Other
SHALBY,Shalby Limited,Other
SHANKARA,Shankara Building Products Limited,Other
SHANTI,Shanti Overseas (India) Limited,Other
SHANTIGEAR,Shanthi Gears Limited,Other
SHANTIGOLD,Shanti Gold International Limited,Other
SHARDACROP,Sharda Cropchem Limited,Other
SHARDAMOTR,Sharda Motor Industries Limited,Other
SHAREINDIA,Share India Securities Limited,Other
SHBAJRG,Shri Bajrang Alliance Limited,Other
SHEKHAWATI,Shekhawati Industries Limited,Other
SHILCTECH,Shilchar Technologies Limited,Other
SHILPAMED,Shilpa Medicare Limited,Other
SHINDL,Sharat Industries Limited,Other
SHIVATEX,Shiva Texyarn Limited,Other
SHIVAUM,Shiv Aum Steels Limited,Other
SHK,S H Kelkar and Company Limited,Other
SHOPERSTOP,Shoppers Stop Limited,Other
SHRADHA,Shradha Realty Limited,Other
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Other
SHREEJISPG,Shreeji Shipping Global Limited,Other
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Other
SHREERAMA,Shree Rama Multi-Tech Limited,Other
SHREYANIND,Shreyans Industries Limited,Other
SHRIKRISH,Shri Krishna Devcon Limited,Other
SHRINGARMS,Shringar House of Mangalsutra Limited,Other
SHRIPISTON,SPR Auto Technologies Limited,Other
SHRIRAMPPS,Shriram Properties Limited,Other
SICAGEN,Sicagen India Limited,Other
SIGIND,Signet Industries Limited,Other
SIGMA,Sigma Solve Limited,Other
SIGNPOST,Signpost India Limited,Other
SIKA,Sika Interplant Systems Limited,Other
SIKKO,Sikko Industries Limited,Other
SIL,Standard Industries Limited,Other
SILGO,Silgo Retail Limited,Other
SILINV,SIL Investments Limited,Other
SILLYMONKS,Silly Monks Entertainment Limited,Other
SILVERTUC,Silver Touch Technologies Limited,Other
SIMPLEXINF,Simplex Infrastructures Limited,Other
SINCLAIR,Sinclairs Hotels Limited,Other
SINDHUTRAD,Sindhu Trade Links Limited,Other
SINGERIND,Singer India Limited,Other
SINTERCOM,Sintercom India Limited,Other
SIRCA,Sirca Paints India Limited,Other
SIS,SIS LIMITED,Other
SIYSIL,Siyaram Silk Mills Limited,Other
SJS,S.J.S. Enterprises Limited,Other
SKFINDIA,SKF India Limited,Other
SKFINDUS,SKF India (Industrial) Limited,Other
SKIPPER,Skipper Limited,Other
SKMEGGPROD,SKM Egg Products Export (India) Limited,Other
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Other
SMARTWORKS,Smartworks Coworking Spaces Limited,Other
SMCGLOBAL,SMC Global Securities Limited,Other
SMLMAH,SML Mahindra Limited,Other
SMLT,Sarthak Metals Limited,Other
SMSPHARMA,SMS Pharmaceuticals Limited,Other
SNOWMAN,Snowman Logistics Limited,Other
SOLARA,Solara Active Pharma Sciences Limited,Other
SOLARWORLD,Solarworld Energy Solutions Limited,Other
SOLEX,Solex Energy Limited,Other
SOMANYCERA,Somany Ceramics Limited,Other
SOMATEX,Soma Textiles & Industries Limited,Other
SOMICONVEY,Somi Conveyor Beltings Limited,Other
SONAL,Sonal Mercantile Limited,Other
SONAMLTD,SONAM LIMITED,Other
SOTL,Savita Oil Technologies Limited,Other
SOUTHBANK,The South Indian Bank Limited,Other
SOUTHWEST,South West Pinnacle Exploration Limited,Other
SPAL,S. P. Apparels Limited,Other
SPANDANA,Spandana Sphoorty Financial Limited,Other
SPARC,Sun Pharma Advanced Research Company Limited,Other
SPCENET,Spacenet Enterprises India Limited,Other
SPECIALITY,Speciality Restaurants Limited,Other
SPECTRUM,Spectrum Electrical Industries Limited,Other
SPENCERS,Spencer's Retail Limited,Other
SPIC,Southern Petrochemicals Industries Corporation  Limited,Other
SPLIL,SPL Industries Limited,Other
SPMLINFRA,SPML Infra Limited,Other
SPORTKING,Sportking India Limited,Other
SRD,Shankar Lal Rampal Dye-Chem Limited,Other
SREEL,Sreeleathers Limited,Other
SRGHFL,SRG Housing Finance Limited,Other
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Other
SRM,SRM Contractors Limited,Other
SRTL,Shree Ram Twistex Limited,Other
SSDL,Saraswati Saree Depot Limited,Other
SSWL,Steel Strips Wheels Limited,Other
STALLION,Stallion India Fluorochemicals Limited,Other
STANLEY,Stanley Lifestyles Limited,Other
STAR,Strides Pharma Science Limited,Other
STARCEMENT,Star Cement Limited,Other
STARPAPER,Star Paper Mills Limited,Other
STARTECK,Starteck Finance Limited,Other
STCINDIA,The State Trading Corporation of India Limited,Other
STEELCAS,Steelcast Limited,Other
STEELCITY,Steel City Securities Limited,Other
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Other
STEL,Stel Holdings Limited,Other
STOVEKRAFT,Stove Kraft Limited,Other
STUDDS,Studds Accessories Limited,Other
STYL,Seshaasai Technologies Limited,Other
STYLAMIND,Stylam Industries Limited,Other
STYRENIX,Styrenix Performance Materials Limited,Other
SUBROS,Subros Limited,Other
SUDARCOLOR,Sudarshan Colorants India Limited,Other
SUDARSCHEM,Sudarshan Chemical Industries Limited,Other
SUDEEPPHRM,Sudeep Pharma Limited,Other
SUKHJITS,Sukhjit Starch & Chemicals Limited,Other
SULA,Sula Vineyards Limited,Other
SUMEETINDS,Sumeet Industries Limited,Other
SUMIT,Sumit Woods Limited,Other
SUMMITSEC,Summit Securities Limited,Other
SUNCLAY,Sundaram Clayton Limited,Other
SUNDARAM,Sundaram Multi Pap Limited,Other
SUNDRMFAST,Sundram Fasteners Limited,Other
SUNDROP,Sundrop Brands Limited,Other
SUNFLAG,Sunflag Iron And Steel Company Limited,Other
SUNTECK,Sunteck Realty Limited,Other
SUPERHOUSE,Superhouse Limited,Other
SUPRAJIT,Suprajit Engineering Limited,Other
SUPREME,Supreme Holdings & Hospitality (India) Limited,Other
SUPREMEINF,Supreme Infrastructure India Limited,Other
SUPRIYA,Supriya Lifescience Limited,Other
SURAJEST,Suraj Estate Developers Limited,Other
SURAJLTD,Suraj Limited,Other
SURAKSHA,Suraksha Diagnostic Limited,Other
SURANASOL,Surana Solar Limited,Other
SURANAT&P,Surana Telecom and Power Limited,Other
SURYALA,Suryalata Spinning Mills Limited,Other
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Other
SURYAROSNI,Surya Roshni Limited,Other
SURYODAY,Suryoday Small Finance Bank Limited,Other
SUVEN,Suven Life Sciences Limited,Other
SUVIDHAA,Suvidhaa Infoserve Limited,Other
SUYOG,Suyog Telematics Limited,Other
SWARAJENG,Swaraj Engines Limited,Other
SWELECTES,Swelect Energy Systems Limited,Other
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Other
SYMPHONY,Symphony Limited,Other
SYNCOMF,Syncom Formulations (India) Limited,Other
TAALTECH,Taal Tech Limited,Other
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Other
TAJGVK,Taj GVK Hotels & Resorts Limited,Other
TAKE,Take Solutions Limited,Other
TALBROAUTO,Talbros Automotive Components Limited,Other
TANLA,Tanla Platforms Limited,Other
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Other
TARAPUR,Tarapur Transformers Limited,Other
TARC,TARC Limited,Other
TARMAT,Tarmat Limited,Other
TARSONS,Tarsons Products Limited,Other
TASTYBITE,Tasty Bite Eatables Limited,Other
TATVA,Tatva Chintan Pharma Chem Limited,Other
TBZ,Tribhovandas Bhimji Zaveri Limited,Other
TCC,TCC Concept Limited,Other
TCI,Transport Corporation of India Limited,Other
TCIEXP,TCI Express Limited,Other
TCPLPACK,TCPL Packaging Limited,Other
TDPOWERSYS,TD Power Systems Limited,Other
TEAMGTY,Team India Guaranty Limited,Other
TEAMLEASE,Teamlease Services Limited,Other
TECHNVISN,TechNVision Ventures Limited,Other
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Other
TEMBO,Tembo Global Industries Limited,Other
TERASOFT,Tera Software Limited,Other
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Other
TEXMOPIPES,Texmo Pipes and Products Limited,Other
TEXRAIL,Texmaco Rail & Engineering Limited,Other
TFCILTD,Tourism Finance Corporation of India Limited,Other
TFL,Transwarranty Finance Limited,Other
TGBHOTELS,TGB Banquets And Hotels Limited,Other
THAKDEV,Thakkers Developers Limited,Other
THANGAMAYL,Thangamayil Jewellery Limited,Other
THEINVEST,The Investment Trust Of India Limited,Other
THEJO,Thejo Engineering Limited,Other
THEMISMED,Themis Medicare Limited,Other
THOMASCOOK,Thomas Cook  (India)  Limited,Other
THOMASCOTT,Thomas Scott (India) Limited,Other
THYROCARE,Thyrocare Technologies Limited,Other
TI,Tilaknagar Industries Limited,Other
TIIL,Technocraft Industries (India) Limited,Other
TIJARIA,Tijaria Polypipes Limited,Other
TIL,TIL Limited,Other
TIMETECHNO,Time Technoplast Limited,Other
TIMEX,Timex Group India Limited,Other
TINNARUBR,Tinna Rubber and Infrastructure Limited,Other
TIPSFILMS,Tips Films Limited,Other
TIPSMUSIC,Tips Music Limited,Other
TIRUMALCHM,Thirumalai Chemicals Limited,Other
TMB,Tamilnad Mercantile Bank Limited,Other
TNPETRO,Tamilnadu PetroProducts Limited,Other
TNPL,Tamil Nadu Newsprint & Papers Limited,Other
TNTELE,Tamilnadu Telecommunication Limited,Other
TOLINS,Tolins Tyres Limited,Other
TOTAL,Total Transport Systems Limited,Other
TOUCHWOOD,Touchwood Entertainment Limited,Other
TPHQ,Teamo Productions HQ Limited,Other
TPLPLASTEH,TPL Plastech Limited,Other
TRACXN,Tracxn Technologies Limited,Other
TRANSPEK,Transpek Industry Limited,Other
TRANSRAILL,Transrail Lighting Limited,Other
TREEHOUSE,Tree House Education & Accessories Limited,Other
TREJHARA,TREJHARA SOLUTIONS LIMITED,Other
TREL,Transindia Real Estate Limited,Other
TRF,TRF Limited,Other
TRIGYN,Trigyn Technologies Limited,Other
TRIVENI,Triveni Engineering & Industries Limited,Other
TRU,TruCap Finance Limited,Other
TRUALT,TruAlt Bioenergy Limited,Other
TSFINV,TSF INVESTMENTS LIMITED,Other
TTKHLTCARE,TTK Healthcare Limited,Other
TTKPRESTIG,TTK Prestige Limited,Other
TTL,T T Limited,Other
TURTLEMINT,Turtlemint Fintech Solutions Limited,Other
TVSELECT,TVS Electronics Limited,Other
TVSHLTD,TVS Holdings Limited,Other
TVSSCS,TVS Supply Chain Solutions Limited,Other
TVSSRICHAK,TVS Srichakra Limited,Other
TVTODAY,TV Today Network Limited,Other
UCAL,UCAL LIMITED,Other
UDS,Updater Services Limited,Other
UEL,Ujaas Energy Limited,Other
UFBL,United Foodbrands Limited,Other
UFLEX,UFLEX Limited,Other
UFO,UFO Moviez India Limited,Other
UGARSUGAR,The Ugar Sugar Works Limited,Other
UGROCAP,Ugro Capital Limited,Other
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Other
ULTRAMAR,Ultramarine & Pigments Limited,Other
UMESLTD,Usha Martin Education & Solutions Limited,Other
UMIYA-MRO,UMIYA BUILDCON LIMITED,Other
UNICHEMLAB,Unichem Laboratories Limited,Other
UNIECOM,Unicommerce Esolutions Limited,Other
UNIENTER,Uniphos Enterprises Limited,Other
UNIMECH,Unimech Aerospace and Manufacturing Limited,Other
UNIPARTS,Uniparts India Limited,Other
UNITECH,Unitech Limited,Other
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Other
UNIVCABLES,Universal Cables Limited,Other
URJA,Urja Global Limited,Other
USK,Udayshivakumar Infra Limited,Other
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Other
UTLSOLAR,Fujiyama Power Systems Limited,Other
UTTAMSUGAR,Uttam Sugar Mills Limited,Other
UYFINCORP,U. Y. Fincorp Limited,Other
V2RETAIL,V2 Retail Limited,Other
VADILALIND,Vadilal Industries Limited,Other
VAIBHAVGBL,Vaibhav Global Limited,Other
VAISHALI,Vaishali Pharma Limited,Other
VAKRANGEE,Vakrangee Limited,Other
VAML,Vedanta Aluminium Metal Limited,Other
VARDMNPOLY,Vardhman Polytex Limited,Other
VARROC,Varroc Engineering Limited,Other
VASWANI,Vaswani Industries Limited,Other
VCL,Vaxtex Cotfab Limited,Other
VEDPOWER,Vedanta Power Limited,Other
VEEDOL,Veedol Corporation Limited,Other
VENKEYS,Venky's (India) Limited,Other
VENTIVE,Ventive Hospitality Limited,Other
VENUSPIPES,Venus Pipes & Tubes Limited,Other
VERANDA,Veranda Learning Solutions Limited,Other
VESUVIUS,Vesuvius India Limited,Other
VGL,VARVEE GLOBAL LIMITED,Other
VGUARD,V-Guard Industries Limited,Other
VHL,Vardhman Holdings Limited,Other
VIDHIING,Vidhi Specialty Food Ingredients Limited,Other
VIDYAWIRES,Vidya Wires Limited,Other
VIKASECO,Vikas EcoTech Limited,Other
VIKASLIFE,Vikas Lifecare Limited,Other
VIKRAMSOLR,Vikram Solar Limited,Other
VIKRAN,Vikran Engineering Limited,Other
VIMTALABS,Vimta Labs Limited,Other
VINATIORGA,Vinati Organics Limited,Other
VINCOFE,Vintage Coffee And Beverages Limited,Other
VINDHYATEL,Vindhya Telelinks Limited,Other
VINNY,Vinny Overseas Limited,Other
VINYLINDIA,Vinyl Chemicals (India) Limited,Other
VIPIND,VIP Industries Limited,Other
VIRINCHI,Virinchi Limited,Other
VISAKAIND,Visaka Industries Limited,Other
VISHNU,Vishnu Chemicals Limited,Other
VISHWARAJ,Vishwaraj Sugar Industries Limited,Other
VISL,Vedanta Iron and Steel Limited,Other
VIVIDHA,Visagar Polytex Limited,Other
VIYASH,Viyash Scientific Limited,Other
VLSFINANCE,VLS Finance Limited,Other
VMART,V-Mart Retail Limited,Other
VOEPL,Virtuoso Optoelectronics Limited,Other
VOGL,Vedanta Oil and Gas Limited,Other
VOLTAMP,Voltamp Transformers Limited,Other
VRAJ,Vraj Iron and Steel Limited,Other
VRLLOG,VRL Logistics Limited,Other
VSSL,Vardhman Special Steels Limited,Other
VSTIND,VST Industries Limited,Other
VSTL,Vibhor Steel Tubes Limited,Other
VSTTILLERS,V.S.T Tillers Tractors Limited,Other
WAAREEINDO,Indosolar Limited,Other
WAAREERTL,Waaree Renewable Technologies Limited,Other
WABAG,VA Tech Wabag Limited,Other
WAKEFIT,Wakefit Innovations Limited,Other
WALCHANNAG,Walchandnagar Industries Limited,Other
WANBURY,Wanbury Limited,Other
WCIL,Western Carriers (India) Limited,Other
WEALTH,Wealth First Portfolio Managers Limited,Other
WEBELSOLAR,Websol Energy System Limited,Other
WEIZMANIND,Weizmann Limited,Other
WEL,Wonder Electricals Limited,Other
WELENT,Welspun Enterprises Limited,Other
WELSPLSOL,Welspun Specialty Solutions Limited,Other
WENDT,Wendt (India) Limited,Other
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Other
WEWORK,WeWork India Management Limited,Other
WHEELS,Wheels India Limited,Other
WILLAMAGOR,Williamson Magor & Company Limited,Other
WINDLAS,Windlas Biotech Limited,Other
WINDMACHIN,Windsor Machines Limited,Other
WIPL,The Western India Plywoods Limited,Other
WONDERLA,Wonderla Holidays Limited,Other
WORTHPERI,Worth Peripherals Limited,Other
WPIL,WPIL Limited,Other
